variable,reference_variable,lag_hours,dataset,entity_id,sensor_name,sensor_lat,sensor_lon,traffic_association_count,traffic_association_mode,traffic_association_max_distance_m,traffic_association_ids,dominant_pattern,significant_moments_pct,significant_moments,HH_moments,LL_moments,HL_moments,LH_moments,observed_moments_pct,insufficient_moments_pct,missing_moments,mean_local_moran_i,mean_p_value,variable_signal_pct,map_color
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c28e2,Aquatec - C/San Diego,37.60347,-0.97896,1,nearest_fallback,364.1,anprFlowObserved:4,HH,2.83,61,54,0,0,7,100.0,18.25,0,0.8533,0.564,1.98,#b91c1c
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPe0e2e632fa1e,Aquatec - C/ Serreta,37.60355,-0.98363,1,nearest_fallback,326.7,anprFlowObserved:4,HH,2.83,61,40,0,0,21,100.0,18.25,0,0.5702,0.564,1.98,#b91c1c
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf52a,AQPMN2G 01,37.642688751,-1.09544003,1,nearest_fallback,9889.0,anprFlowObserved:12,mixed,2.65,57,33,0,0,24,99.68,18.06,7,0.1908,0.4859,1.93,#0f766e
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1c56,C/ Zorita,37.614798,-1.043541,1,nearest_fallback,4645.3,anprFlowObserved:12,LH,2.64,57,22,0,0,35,100.0,18.39,0,-0.1973,0.4859,1.93,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2466,Av. Descubrimiento de América,37.618964,-1.027056,1,nearest_fallback,3324.4,anprFlowObserved:12,LH,2.64,57,19,0,0,38,100.0,18.39,0,-0.1175,0.4859,1.93,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867ae312,C/ Loma de Canteras,37.618388,-1.032256,1,nearest_fallback,3744.9,anprFlowObserved:12,LH,2.6,56,16,0,0,40,99.72,18.39,6,-0.181,0.4867,1.93,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,2.44,1,0,0,0,1,1.9,0.0,2118,-0.9902,0.5659,1.98,#7c3aed
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,2.44,1,0,0,0,1,1.9,0.0,2118,-0.8781,0.6085,2.2,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,2.33,26,1,0,0,25,51.64,12.78,1044,-0.0914,0.5501,1.93,#7c3aed
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,2.15,24,1,0,0,23,51.64,12.6,1044,-0.088,0.5494,2.02,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,2.06,23,1,0,0,22,51.64,12.69,1044,-0.0869,0.5495,1.98,#7c3aed
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,1.97,22,1,0,0,21,51.64,12.74,1044,-0.0902,0.5486,2.2,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.39,30,0,9,21,0,100.0,38.4,0,-0.7255,0.3182,1.98,#ea580c
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.3,28,0,9,19,0,100.0,38.44,0,-0.734,0.3159,2.2,#ea580c
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.25,27,0,6,21,0,100.0,38.49,0,-0.7217,0.3172,1.93,#ea580c
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,1.25,27,13,1,0,13,100.0,18.16,0,0.043,0.5316,2.02,#0f766e
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.2,26,0,7,19,0,100.0,38.35,0,-0.7177,0.3168,2.02,#ea580c
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,1.16,25,12,1,2,10,100.0,18.25,0,0.0367,0.5365,1.98,#0f766e
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,0.93,20,8,0,1,11,100.0,18.3,0,0.0295,0.5395,2.2,#0f766e
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,0.83,18,5,1,2,10,100.0,18.34,0,0.0193,0.5372,1.93,#0f766e
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,LH,0.79,1,0,0,0,1,5.84,0.0,2033,0.2519,0.5813,2.02,#7c3aed
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,HH,0.78,1,1,0,0,0,5.93,0.0,2031,0.339,0.6523,2.02,#b91c1c
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,HH,0.78,1,1,0,0,0,5.93,0.0,2031,0.3501,0.6512,1.98,#b91c1c
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,LL,0.74,1,0,1,0,0,6.25,2.78,2024,0.9208,0.384,1.98,#1d4ed8
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.69,15,2,0,0,13,100.0,18.25,0,-0.2328,0.7092,1.98,#7c3aed
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.69,15,2,0,0,13,100.0,18.3,0,-0.2319,0.7097,2.2,#7c3aed
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.65,14,0,0,0,14,99.21,18.16,17,-0.0898,0.5819,2.02,#7c3aed
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.51,11,0,0,0,11,99.21,18.3,17,-0.0916,0.59,2.2,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.51,11,1,0,0,10,100.0,18.34,0,-0.2249,0.7111,1.93,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,HL,0.4,4,1,0,3,0,45.99,7.13,1166,-0.0,0.7182,1.93,#ea580c
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.37,8,1,0,0,7,100.0,18.16,0,-0.226,0.7083,2.02,#7c3aed
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,HL,0.3,3,0,1,2,0,45.99,6.95,1166,0.0204,0.7212,2.02,#ea580c
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,mixed,0.3,3,0,1,1,1,45.99,7.04,1166,0.0161,0.7213,1.98,#0f766e
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,HL,0.3,3,0,1,2,0,45.99,7.09,1166,0.0081,0.7195,2.2,#ea580c
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.28,6,0,0,0,6,99.21,18.34,17,-0.0913,0.5852,1.93,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.23,5,0,1,0,4,99.21,18.25,17,-0.0913,0.5875,1.98,#7c3aed
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.19,4,0,0,0,4,100.0,18.34,0,-0.0351,0.6148,1.93,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,HH,0.14,3,2,0,0,1,100.0,18.25,0,-0.0294,0.6146,1.98,#b91c1c
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.09,2,0,0,0,2,100.0,18.16,0,-0.0293,0.6143,2.02,#7c3aed
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.09,2,0,0,0,2,100.0,18.3,0,-0.032,0.6194,2.2,#7c3aed
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,HH,0.09,1,1,0,0,0,51.78,12.83,1041,-0.055,0.7618,1.98,#b91c1c
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,HH,0.09,1,1,0,0,0,51.78,12.92,1041,-0.0239,0.7642,1.93,#b91c1c
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.02,#9ca3af
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.98,#9ca3af
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.2,#9ca3af
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.93,#9ca3af
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,no_signal,0.0,0,0,0,0,0,51.78,12.74,1041,-0.0513,0.7674,2.02,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,no_signal,0.0,0,0,0,0,0,51.78,12.88,1041,-0.0405,0.7662,2.2,#64748b
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.02,#9ca3af
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.98,#9ca3af
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.2,#9ca3af
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.93,#9ca3af
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.02,#64748b
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,1.98,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.2,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,1.93,#64748b
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.02,#9ca3af
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.98,#9ca3af
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.2,#9ca3af
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.93,#9ca3af
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.02,#9ca3af
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.98,#9ca3af
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.2,#9ca3af
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.93,#9ca3af
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.73,2024,0.9121,0.3789,2.02,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.78,2024,0.907,0.386,2.2,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.78,2024,0.9028,0.3667,1.93,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,no_signal,0.0,0,0,0,0,0,5.93,0.0,2031,0.4223,0.6512,2.2,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,no_signal,0.0,0,0,0,0,0,5.93,0.0,2031,0.4084,0.6422,1.93,#64748b
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,no_signal,0.0,0,0,0,0,0,1.9,0.0,2118,-0.924,0.5634,2.02,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,no_signal,0.0,0,0,0,0,0,1.9,0.0,2118,-0.8977,0.5305,1.93,#64748b
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.02,#64748b
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,1.98,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.2,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,1.93,#64748b
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.2549,0.5897,1.98,#64748b
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.248,0.5821,2.2,#64748b
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.2511,0.5758,1.93,#64748b
PM10,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.02,#9ca3af
PM10,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.98,#9ca3af
PM10,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.2,#9ca3af
PM10,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,1.93,#9ca3af
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1532,Aquatec - C/Angel Bruna,37.608654022,-0.985216022,4,radius,180.9,anprFlowObserved:14|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,10.42,225,112,3,1,109,100.0,18.16,0,0.0612,0.396,2.13,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1532,Aquatec - C/Angel Bruna,37.608654022,-0.985216022,4,radius,180.9,anprFlowObserved:14|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,10.33,223,104,1,2,116,100.0,18.34,0,0.0593,0.3914,2.05,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1532,Aquatec - C/Angel Bruna,37.608654022,-0.985216022,4,radius,180.9,anprFlowObserved:14|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,9.91,214,100,3,1,110,100.0,18.25,0,0.0633,0.3975,2.05,#0f766e
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1532,Aquatec - C/Angel Bruna,37.608654022,-0.985216022,4,radius,180.9,anprFlowObserved:14|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,9.82,212,90,2,1,119,100.0,18.3,0,0.0642,0.3959,2.09,#0f766e
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e68679c5b2,Aquatec - C/ Juan de la Cosa,37.6077778,-0.981388889,3,radius,202.0,anprFlowObserved:15|anprFlowObserved:4|anprFlowObserved:3,LH,8.06,174,0,6,0,168,100.0,18.3,0,-0.0371,0.5821,2.09,#7c3aed
